generation,source,target,fitness,gain
14,300,438,108.249237,2.147827
14,391,439,104.813194,-0.687935
14,414,439,104.813194,-0.687935
14,379,440,107.476059,0.501129
14,397,440,107.476059,0.501129
14,361,441,107.132774,2.644127
14,354,441,107.132774,2.644127
14,362,442,107.057335,1.589264
14,358,442,107.057335,1.589264
14,416,443,112.135811,7.905571
14,300,443,112.135811,7.905571
14,416,444,110.756180,5.689880
14,407,444,110.756180,5.689880
14,416,445,105.272408,1.826797
14,361,445,105.272408,1.826797
14,342,446,105.892395,1.399986
14,392,446,105.892395,1.399986
14,392,447,106.797585,1.705009
14,361,447,106.797585,1.705009
14,300,448,105.993813,0.563988
14,390,448,105.993813,0.563988
14,346,449,105.632225,-1.105881
14,390,449,105.632225,-1.105881
14,342,450,106.063187,1.901367
14,368,450,106.063187,1.901367
15,405,451,104.861984,-0.873199
15,416,451,104.861984,-0.873199
15,449,452,106.879044,2.509857
15,430,452,106.879044,2.509857
15,449,453,107.912384,1.670738
15,374,453,107.912384,1.670738
15,342,454,103.517776,0.345627
15,435,454,103.517776,0.345627
15,412,455,105.988670,-0.289673
15,421,455,105.988670,-0.289673
15,400,456,103.475395,0.000000
15,400,456,103.475395,0.000000
15,437,457,104.083397,2.382263
15,342,457,104.083397,2.382263
15,430,458,104.658989,1.592308
15,361,458,104.658989,1.592308
15,414,459,105.005379,0.000000
15,414,459,105.005379,0.000000
15,368,460,104.526207,-2.147697
15,374,460,104.526207,-2.147697
15,362,461,104.990738,-0.336594
15,433,461,104.990738,-0.336594
15,400,462,107.308426,2.322357
15,368,462,107.308426,2.322357
15,437,463,102.723015,0.421715
15,361,463,102.723015,0.421715
15,400,464,107.618767,4.967628
15,342,464,107.618767,4.967628
15,416,465,102.444221,-0.401222
15,342,465,102.444221,-0.401222
15,414,466,104.926689,-1.001534
15,374,466,104.926689,-1.001534
15,442,467,106.142380,0.941162
15,423,467,106.142380,0.941162
15,342,468,102.874519,-0.855034
15,449,468,102.874519,-0.855034
15,446,469,105.802773,0.353889
15,414,469,105.802773,0.353889
15,362,470,102.935287,-1.237091
15,416,470,102.935287,-1.237091
15,374,471,107.661476,0.591225
15,421,471,107.661476,0.591225
15,421,472,103.389091,-1.043312
15,437,472,103.389091,-1.043312
15,435,473,104.692497,-1.210930
15,421,473,104.692497,-1.210930
15,437,474,105.407028,2.378967
15,362,474,105.407028,2.378967
15,361,475,107.957718,5.656418
15,437,475,107.957718,5.656418
15,405,476,107.428772,0.200058
15,374,476,107.428772,0.200058
15,407,477,104.821815,0.899834
15,437,477,104.821815,0.899834
15,361,478,109.066765,4.737053
15,449,478,109.066765,4.737053
15,400,479,103.526733,-0.713654
15,414,479,103.526733,-0.713654
15,342,480,104.333054,1.160904
15,435,480,104.333054,1.160904
16,300,481,106.757904,2.113419
16,473,481,106.757904,2.113419
16,361,482,105.441292,1.995682
16,416,482,105.441292,1.995682
16,430,483,107.631424,3.575653
16,459,483,107.631424,3.575653
16,468,484,107.206978,4.982025
16,437,484,107.206978,4.982025
16,459,485,107.977142,2.342865
16,390,485,107.977142,2.342865
16,465,486,102.934937,-1.103287
16,449,486,102.934937,-1.103287
16,342,487,101.697273,-0.975060
16,454,487,101.697273,-0.975060
16,479,488,105.405754,0.645485
16,448,488,105.405754,0.645485
16,435,489,110.944786,6.422966
16,460,489,110.944786,6.422966
16,461,490,106.486511,2.296600
16,472,490,106.486511,2.296600
16,423,491,103.345108,0.000000
16,423,491,103.345108,0.000000
16,342,492,106.792702,4.206703
16,423,492,106.792702,4.206703
16,361,493,109.745438,5.885590
16,473,493,109.745438,5.885590
16,400,494,102.486748,-1.182961
16,416,494,102.486748,-1.182961
16,459,495,107.521355,3.259773
16,454,495,107.521355,3.259773
16,435,496,102.197289,-1.755974
16,472,496,102.197289,-1.755974
16,300,497,109.503250,5.737373
16,470,497,109.503250,5.737373
16,435,498,106.789307,1.459404
16,467,498,106.789307,1.459404
16,468,499,102.874519,0.000000
16,468,499,102.874519,0.000000
16,342,500,103.116386,0.530388
16,423,500,103.116386,0.530388
16,300,501,103.915962,0.830040
16,437,501,103.915962,0.830040
16,470,502,104.044342,0.230453
16,473,502,104.044342,0.230453
16,416,503,106.437447,3.037796
16,470,503,106.437447,3.037796
16,400,504,105.931992,2.641220
16,430,504,105.931992,2.641220
16,390,505,108.601768,3.797630
16,423,505,108.601768,3.797630
16,465,506,104.053146,1.277954
16,430,506,104.053146,1.277954
16,423,507,104.917542,1.507294
16,400,507,104.917542,1.507294
16,472,508,106.366882,3.119263
16,430,508,106.366882,3.119263
16,454,509,106.825668,1.935196
16,390,509,106.825668,1.935196
16,361,510,105.282516,2.096359
16,423,510,105.282516,2.096359
17,482,511,103.273720,-0.234619
17,437,511,103.273720,-0.234619
17,430,512,105.841599,1.567871
17,482,512,105.841599,1.567871
17,461,513,108.122116,3.932205
17,472,513,108.122116,3.932205
17,506,514,103.514809,-0.064842
17,430,514,103.514809,-0.064842
17,470,515,102.483498,-0.656700
17,423,515,102.483498,-0.656700
17,510,516,108.269783,2.907875
17,482,516,108.269783,2.907875
17,494,517,103.841934,0.839676
17,454,517,103.841934,0.839676
17,442,518,110.531891,5.759850
17,494,518,110.531891,5.759850
17,400,519,102.896172,-0.799507
17,501,519,102.896172,-0.799507
17,437,520,106.138435,4.502106
17,487,520,106.138435,4.502106
17,465,521,103.853821,1.844017
17,437,521,103.853821,1.844017
17,430,522,103.109642,-1.626877
17,508,522,103.109642,-1.626877
17,300,523,109.842010,6.756088
17,437,523,109.842010,6.756088
17,494,524,106.035667,3.878853
17,342,524,106.035667,3.878853
17,502,525,106.547066,3.087639
17,468,525,106.547066,3.087639
17,454,526,105.102615,1.671173
17,423,526,105.102615,1.671173
17,470,527,102.935287,0.000000
17,470,527,102.935287,0.000000
17,470,528,107.359497,4.219299
17,423,528,107.359497,4.219299
17,423,529,110.031708,6.806076
17,430,529,110.031708,6.806076
17,496,530,104.294800,0.849907
17,473,530,104.294800,0.849907
17,454,531,105.216522,2.669937
17,437,531,105.216522,2.669937
17,400,532,106.168098,2.916801
17,361,532,106.168098,2.916801
17,430,533,106.799789,2.526062
17,482,533,106.799789,2.526062
17,472,534,104.407745,1.614555
17,496,534,104.407745,1.614555
17,470,535,106.414162,3.273964
17,423,535,106.414162,3.273964
17,300,536,108.448761,4.455978
17,472,536,108.448761,4.455978
17,510,537,105.656685,1.342873
17,423,537,105.656685,1.342873
17,437,538,105.620712,2.810852
17,502,538,105.620712,2.810852
17,494,539,102.917427,-0.084831
17,454,539,102.917427,-0.084831
17,437,540,101.575386,0.000000
17,437,540,101.575386,0.000000
18,487,541,110.171532,7.175499
18,530,541,110.171532,7.175499
18,423,542,107.293976,4.772781
18,487,542,107.293976,4.772781
18,501,543,106.216072,2.703270
18,522,543,106.216072,2.703270
18,539,544,98.644768,-4.836113
18,502,544,98.644768,-4.836113
18,470,545,103.733452,1.024055
18,515,545,103.733452,1.024055
18,454,546,103.517776,0.000000
18,454,546,103.517776,0.000000
18,300,547,107.852493,4.705627
18,487,547,107.852493,4.705627
18,423,548,103.795090,0.654892
18,470,548,103.795090,0.654892
18,423,549,106.397751,3.481827
18,494,549,106.397751,3.481827
18,423,550,102.951401,0.491150
18,437,550,102.951401,0.491150
18,342,551,104.843414,1.971992
18,501,551,104.843414,1.971992
18,423,552,105.657990,2.886795
18,496,552,105.657990,2.886795
18,468,553,105.651039,3.426086
18,437,553,105.651039,3.426086
18,342,554,103.246712,0.865623
18,527,554,103.246712,0.865623
18,468,555,104.873581,1.968674
18,470,555,104.873581,1.968674
18,511,556,104.624863,1.889359
18,496,556,104.624863,1.889359
18,437,557,105.544861,2.998276
18,454,557,105.544861,2.998276
18,437,558,103.980461,1.951019
18,515,558,103.980461,1.951019
18,342,559,98.581825,-3.180252
18,487,559,98.581825,-3.180252
18,539,560,105.151726,2.905319
18,437,560,105.151726,2.905319
18,539,561,103.296036,0.593948
18,494,561,103.296036,0.593948
18,454,562,108.471664,5.254059
18,539,562,108.471664,5.254059
18,494,563,104.228859,1.743736
18,515,563,104.228859,1.743736
18,530,564,103.265335,-0.840042
18,501,564,103.265335,-0.840042
18,300,565,109.890999,6.125122
18,470,565,109.890999,6.125122
18,342,566,112.458755,9.908455
18,511,566,112.458755,9.908455
18,470,567,107.167130,4.062622
18,511,567,107.167130,4.062622
18,472,568,106.107246,2.454720
18,501,568,106.107246,2.454720
18,539,569,102.917427,0.000000
18,539,569,102.917427,0.000000
18,487,570,101.368423,-0.393654
18,342,570,101.368423,-0.393654
19,550,571,102.951401,0.000000
19,550,571,102.951401,0.000000
19,544,572,102.380447,1.816315
19,515,572,102.380447,1.816315
19,423,573,105.998367,2.867096
19,539,573,105.998367,2.867096
19,539,574,108.428001,5.414467
19,522,574,108.428001,5.414467
19,300,575,110.758743,6.701622
19,454,575,110.758743,6.701622
19,515,576,108.735664,8.203003
19,559,576,108.735664,8.203003
19,532,577,101.716141,-3.482338
19,563,577,101.716141,-3.482338
19,522,578,108.743416,5.540581
19,561,578,108.743416,5.540581
19,522,579,108.727196,6.384682
19,437,579,108.727196,6.384682
19,539,580,104.180595,1.085022
19,511,580,104.180595,1.085022
19,522,581,104.379692,2.140663
19,570,581,104.379692,2.140663
19,515,582,106.307777,4.381813
19,570,582,106.307777,4.381813
19,563,583,102.705894,-0.867249
19,539,583,102.705894,-0.867249
19,570,584,105.140007,3.214043
19,515,584,105.140007,3.214043
19,437,585,104.078720,2.047653
19,494,585,104.078720,2.047653
19,511,586,102.030510,-1.082054
19,550,586,102.030510,-1.082054
19,468,587,105.265419,4.505775
19,544,587,105.265419,4.505775
19,511,588,106.102699,2.475609
19,558,588,106.102699,2.475609
19,520,589,103.918854,-0.393738
19,494,589,103.918854,-0.393738
19,494,590,103.658676,0.947662
19,527,590,103.658676,0.947662
19,561,591,102.405190,-1.357262
19,563,591,102.405190,-1.357262
19,570,592,107.585892,5.264816
19,511,592,107.585892,5.264816
19,527,593,105.292061,2.581047
19,494,593,105.292061,2.581047
19,561,594,101.448830,-1.657906
19,539,594,101.448830,-1.657906
19,511,595,105.837021,4.877777
19,544,595,105.837021,4.877777
19,437,596,102.335335,-0.599754
19,530,596,102.335335,-0.599754
19,515,597,103.939850,1.910408
19,437,597,103.939850,1.910408
19,423,598,110.711578,7.280136
19,454,598,110.711578,7.280136
19,468,599,100.073280,-2.607353
19,494,599,100.073280,-2.607353
19,522,600,108.593941,5.571480
19,527,600,108.593941,5.571480
20,594,601,103.893700,1.410393
20,454,601,103.893700,1.410393
20,546,602,102.594833,0.151733
20,570,602,102.594833,0.151733
20,570,603,105.807091,3.955208
20,596,603,105.807091,3.955208
20,522,604,104.339211,3.493477
20,559,604,104.339211,3.493477
20,559,605,103.369614,2.641441
20,468,605,103.369614,2.641441
20,515,606,106.153358,4.053535
20,577,606,106.153358,4.053535
20,577,607,106.206017,3.793129
20,522,607,106.206017,3.793129
20,525,608,110.538635,5.710281
20,522,608,110.538635,5.710281
20,550,609,106.352844,2.786850
20,580,609,106.352844,2.786850
20,437,610,104.586319,2.322922
20,550,610,104.586319,2.322922
20,522,611,104.664803,2.251915
20,577,611,104.664803,2.251915
20,577,612,103.986694,1.369736
20,546,612,103.986694,1.369736
20,596,613,105.813896,3.858536
20,437,613,105.813896,3.858536
20,527,614,103.733490,1.541428
20,594,614,103.733490,1.541428
20,583,615,102.446808,-0.381836
20,550,615,102.446808,-0.381836
20,596,616,104.917206,2.396591
20,583,616,104.917206,2.396591
20,515,617,104.390083,1.410637
20,400,617,104.390083,1.410637
20,454,618,106.723618,3.005302
20,589,618,106.723618,3.005302
20,342,619,107.227097,4.876396
20,468,619,107.227097,4.876396
20,342,620,107.401543,4.840080
20,561,620,107.401543,4.840080
20,594,621,101.090660,-0.491829
20,577,621,101.090660,-0.491829
20,527,622,98.500618,-4.704720
20,400,622,98.500618,-4.704720
20,494,623,103.202179,1.045364
20,342,623,103.202179,1.045364
20,561,624,104.570129,2.134415
20,437,624,104.570129,2.134415
20,583,625,106.706093,3.594261
20,454,625,106.706093,3.594261
20,583,626,108.994926,5.452133
20,581,626,108.994926,5.452133
20,454,627,104.628723,1.626465
20,494,627,104.628723,1.626465
20,494,628,99.712067,-2.255722
20,594,628,99.712067,-2.255722
20,550,629,101.981300,-1.608833
20,563,629,101.981300,-1.608833
20,468,630,105.189262,2.893929
20,577,630,105.189262,2.893929
21,596,631,102.439850,2.021873
21,622,631,102.439850,2.021873
21,564,632,106.709053,3.608742
21,527,632,106.709053,3.608742
21,468,633,104.975075,4.246902
21,559,633,104.975075,4.246902
21,437,634,104.383133,1.263039
21,611,634,104.383133,1.263039
21,602,635,106.006790,3.467621
21,515,635,106.006790,3.467621
21,559,636,105.016685,3.393372
21,611,636,105.016685,3.393372
21,630,637,101.752434,-0.698235
21,628,637,101.752434,-0.698235
21,594,638,101.032471,-1.685287
21,612,638,101.032471,-1.685287
21,605,639,108.440308,6.210175
21,621,639,108.440308,6.210175
21,596,640,104.642303,0.397957
21,606,640,104.642303,0.397957
21,515,641,103.377480,1.590401
21,621,641,103.377480,1.590401
21,594,642,102.380081,0.007645
21,561,642,102.380081,0.007645
21,621,643,106.400482,4.222488
21,564,643,106.400482,4.222488
21,342,644,107.914635,5.533546
21,527,644,107.914635,5.533546
21,594,645,101.688171,-1.029587
21,612,645,101.688171,-1.029587
21,596,646,105.781067,5.363091
21,622,646,105.781067,5.363091
21,622,647,101.323547,0.597534
21,550,647,101.323547,0.597534
21,561,648,105.962845,3.401382
21,342,648,105.962845,3.401382
21,527,649,102.367805,-0.323242
21,615,649,102.367805,-0.323242
21,624,650,105.352310,3.776337
21,559,650,105.352310,3.776337
21,515,651,103.749268,1.210098
21,602,651,103.749268,1.210098
21,622,652,101.536446,-0.308495
21,630,652,101.536446,-0.308495
21,559,653,105.671783,4.387527
21,612,653,105.671783,4.387527
21,622,654,103.746414,3.582664
21,342,654,103.746414,3.582664
21,342,655,100.304970,-2.084175
21,550,655,100.304970,-2.084175
21,342,656,109.938263,7.801422
21,615,656,109.938263,7.801422
21,611,657,103.671516,2.048203
21,559,657,103.671516,2.048203
21,522,658,105.241249,2.962013
21,594,658,105.241249,2.962013
21,559,659,103.857979,3.099419
21,527,659,103.857979,3.099419
21,628,660,104.278595,2.985306
21,468,660,104.278595,2.985306
22,660,661,110.220680,6.913719
22,596,661,110.220680,6.913719
22,596,662,101.314331,-1.689095
22,657,662,101.314331,-1.689095
22,596,663,100.238586,-0.219994
22,559,663,100.238586,-0.219994
22,559,664,105.286003,5.226868
22,652,664,105.286003,5.226868
22,596,665,106.374031,3.573692
22,564,665,106.374031,3.573692
22,645,666,100.024963,-1.364456
22,621,666,100.024963,-1.364456
22,622,667,102.983574,4.442352
22,559,667,102.983574,4.442352
22,660,668,105.086540,2.103157
22,645,668,105.086540,2.103157
22,596,669,105.038910,3.718758
22,655,669,105.038910,3.718758
22,559,670,107.303635,7.244499
22,652,670,107.303635,7.244499
22,645,671,102.550179,0.937874
22,652,671,102.550179,0.937874
22,527,672,102.604759,1.846199
22,559,672,102.604759,1.846199
22,636,673,106.998810,2.500237
22,558,673,106.998810,2.500237
22,596,674,102.538048,0.180336
22,642,674,102.538048,0.180336
22,559,675,103.171539,2.044868
22,657,675,103.171539,2.044868
22,657,676,109.391045,6.087639
22,527,676,109.391045,6.087639
22,602,677,105.864388,1.972343
22,630,677,105.864388,1.972343
22,655,678,104.172119,3.503403
22,638,678,104.172119,3.503403
22,468,679,104.819145,4.131577
22,622,679,104.819145,4.131577
22,559,680,101.116333,1.672935
22,655,680,101.116333,1.672935
22,622,681,102.998306,2.063187
22,605,681,102.998306,2.063187
22,605,682,102.024933,0.187637
22,655,682,102.024933,0.187637
22,655,683,103.671654,2.675087
22,645,683,103.671654,2.675087
22,649,684,103.530434,1.801201
22,621,684,103.530434,1.801201
22,657,685,104.725166,1.334587
22,522,685,104.725166,1.334587
22,652,686,101.654869,-0.410774
22,602,686,101.654869,-0.410774
22,642,687,105.117477,2.242630
22,605,687,105.117477,2.242630
22,649,688,102.997162,2.562950
22,622,688,102.997162,2.562950
22,527,689,103.303459,-0.157532
22,612,689,103.303459,-0.157532
22,657,690,102.636238,-0.367188
22,596,690,102.636238,-0.367188
23,645,691,104.359261,2.291771
23,615,691,104.359261,2.291771
23,596,692,106.769341,5.085442
23,638,692,106.769341,5.085442
23,690,693,104.628952,4.060524
23,622,693,104.628952,4.060524
23,622,694,104.046349,3.968605
23,686,694,104.046349,3.968605
23,667,695,104.056152,1.289276
23,671,695,104.056152,1.289276
23,645,696,103.740295,3.645905
23,622,696,103.740295,3.645905
23,682,697,104.068138,2.903191
23,655,697,104.068138,2.903191
23,663,698,102.584000,1.297043
23,596,698,102.584000,1.297043
23,667,699,103.289398,1.785126
23,666,699,103.289398,1.785126
23,666,700,101.289543,0.109398
23,596,700,101.289543,0.109398
23,682,701,102.010735,0.440102
23,680,701,102.010735,0.440102
23,682,702,102.024933,0.000000
23,682,702,102.024933,0.000000
23,682,703,106.153900,4.625198
23,638,703,106.153900,4.625198
23,621,704,102.340347,0.782547
23,682,704,102.340347,0.782547
23,666,705,102.812172,2.680397
23,663,705,102.812172,2.680397
23,690,706,102.036804,0.566200
23,655,706,102.036804,0.566200
23,621,707,101.895943,0.075523
23,671,707,101.895943,0.075523
23,680,708,107.883667,6.157837
23,596,708,107.883667,6.157837
23,671,709,103.767883,1.665359
23,686,709,103.767883,1.665359
23,621,710,101.090660,0.000000
23,621,710,101.090660,0.000000
23,671,711,100.813904,-0.977417
23,638,711,100.813904,-0.977417
23,621,712,101.423248,0.865433
23,666,712,101.423248,0.865433
23,690,713,101.740654,-0.404900
23,686,713,101.740654,-0.404900
23,683,714,104.777046,1.666130
23,671,714,104.777046,1.666130
23,666,715,101.376129,2.113342
23,622,715,101.376129,2.113342
23,564,716,102.629272,-0.495178
23,667,716,102.629272,-0.495178
23,682,717,99.964417,-1.060532
23,666,717,99.964417,-1.060532
23,596,718,103.179100,1.453270
23,680,718,103.179100,1.453270
23,622,719,103.413353,3.335609
23,686,719,103.413353,3.335609
23,527,720,105.358521,2.572754
23,690,720,105.358521,2.572754
24,655,721,102.889488,1.330917
24,705,721,102.889488,1.330917
24,615,722,103.428291,1.797935
24,711,722,103.428291,1.797935
24,621,723,101.090660,0.000000
24,621,723,101.090660,0.000000
24,700,724,102.149681,0.816841
24,715,724,102.149681,0.816841
24,680,725,101.116333,0.000000
24,680,725,101.116333,0.000000
24,655,726,102.969437,2.172180
24,700,726,102.969437,2.172180
24,621,727,106.823654,6.125839
24,655,727,106.823654,6.125839
24,596,728,102.031761,1.613785
24,622,728,102.031761,1.613785
24,704,729,105.757812,4.180687
24,711,729,105.757812,4.180687
24,718,730,104.754707,2.758202
24,711,730,104.754707,2.758202
24,638,731,100.300491,-1.059830
24,645,731,100.300491,-1.059830
24,621,732,102.346992,0.395576
24,705,732,102.346992,0.395576
24,666,733,100.866226,0.337509
24,638,733,100.866226,0.337509
24,681,734,102.848763,2.099297
24,622,734,102.848763,2.099297
24,622,735,103.907806,3.071732
24,675,735,103.907806,3.071732
24,615,736,105.108315,3.240135
24,700,736,105.108315,3.240135
24,718,737,103.683464,1.249825
24,645,737,103.683464,1.249825
24,615,738,102.446808,0.000000
24,615,738,102.446808,0.000000
24,675,739,104.559822,2.415886
24,680,739,104.559822,2.415886
24,621,740,102.572273,1.369774
24,662,740,102.572273,1.369774
24,662,741,103.594841,1.919273
24,706,741,103.594841,1.919273
24,621,742,104.342789,3.644974
24,655,742,104.342789,3.644974
24,675,743,105.473015,3.341911
24,621,743,105.473015,3.341911
24,675,744,104.420700,2.682449
24,655,744,104.420700,2.682449
24,621,745,104.458534,3.506248
24,711,745,104.458534,3.506248
24,715,746,101.214096,0.119080
24,711,746,101.214096,0.119080
24,711,747,105.453323,3.862473
24,649,747,105.453323,3.862473
24,663,748,104.136459,4.004684
24,666,748,104.136459,4.004684
24,649,749,102.760582,1.031349
24,710,749,102.760582,1.031349
24,638,750,99.887291,-1.473030
24,645,750,99.887291,-1.473030
25,715,751,98.883926,-1.954384
25,731,751,98.883926,-1.954384
25,750,752,98.757355,-1.793335
25,746,752,98.757355,-1.793335
25,663,753,100.587570,0.524628
25,750,753,100.587570,0.524628
25,746,754,102.722282,0.945061
25,704,754,102.722282,0.945061
25,663,755,102.230080,1.552620
25,725,755,102.230080,1.552620
25,671,756,102.356476,0.006546
25,724,756,102.356476,0.006546
25,750,757,99.024460,-1.326141
25,711,757,99.024460,-1.326141
25,621,758,97.938538,-1.857101
25,622,758,97.938538,-1.857101
25,663,759,104.659798,5.290199
25,622,759,104.659798,5.290199
25,750,760,100.410042,0.033287
25,733,760,100.410042,0.033287
25,738,761,104.262039,3.788330
25,622,761,104.262039,3.788330
25,666,762,104.883644,4.312996
25,725,762,104.883644,4.312996
25,715,763,100.574738,-0.658661
25,621,763,100.574738,-0.658661
25,622,764,106.183418,5.347343
25,675,764,106.183418,5.347343
25,663,765,104.933495,4.663956
25,731,765,104.933495,4.663956
25,666,766,101.221817,0.693100
25,638,766,101.221817,0.693100
25,745,767,99.801483,-1.678093
25,622,767,99.801483,-1.678093
25,621,768,102.631790,0.496910
25,718,768,102.631790,0.496910
25,649,769,104.843452,2.584709
25,724,769,104.843452,2.584709
25,622,770,99.871475,0.075836
25,621,770,99.871475,0.075836
25,700,771,107.126312,6.329056
25,655,771,107.126312,6.329056
25,711,772,99.520157,-0.830444
25,750,772,99.520157,-0.830444
25,700,773,102.218056,1.560799
25,666,773,102.218056,1.560799
25,733,774,102.676468,1.019951
25,738,774,102.676468,1.019951
25,638,775,98.898521,-2.305779
25,715,775,98.898521,-2.305779
25,671,776,100.216507,-1.211067
25,655,776,100.216507,-1.211067
25,715,777,101.376129,0.000000
25,715,777,101.376129,0.000000
25,750,778,99.887291,0.000000
25,750,778,99.887291,0.000000
25,675,779,103.874519,2.138504
25,731,779,103.874519,2.138504
25,638,780,101.752045,1.085564
25,731,780,101.752045,1.085564
26,772,781,101.085312,1.875977
26,775,781,101.085312,1.875977
26,700,782,106.964745,5.761803
26,725,782,106.964745,5.761803
26,772,783,101.086578,2.076187
26,622,783,101.086578,2.076187
26,778,784,103.232521,2.644104
26,700,784,103.232521,2.644104
26,774,785,100.151665,-1.593521
26,711,785,100.151665,-1.593521
26,751,786,107.685287,7.685158
26,725,786,107.685287,7.685158
26,733,787,100.974800,0.605949
26,770,787,100.974800,0.605949
26,774,788,99.800606,-0.986885
26,775,788,99.800606,-0.986885
26,770,789,100.377815,0.929848
26,757,789,100.377815,0.929848
26,666,790,101.877129,2.422684
26,751,790,101.877129,2.422684
26,772,791,99.825401,-1.295815
26,754,791,99.825401,-1.295815
26,755,792,103.555122,1.564064
26,780,792,103.555122,1.564064
26,763,793,100.701469,0.901871
26,757,793,100.701469,0.901871
26,751,794,99.221573,-0.370636
26,731,794,99.221573,-0.370636
26,666,795,100.024963,0.000000
26,666,795,100.024963,0.000000
26,666,796,99.168701,-0.787430
26,778,796,99.168701,-0.787430
26,622,797,103.379562,4.020996
26,776,797,103.379562,4.020996
26,770,798,103.290016,3.234985
26,663,798,103.290016,3.234985
26,758,799,97.938538,0.000000
26,758,799,97.938538,0.000000
26,758,800,104.258423,4.882202
26,711,800,104.258423,4.882202
26,758,801,98.933907,0.515373
26,775,801,98.933907,0.515373
26,663,802,104.810211,5.440613
26,622,802,104.810211,5.440613
26,758,803,105.441635,6.353073
26,663,803,105.441635,6.353073
26,777,804,101.217545,-0.808754
26,774,804,101.217545,-0.808754
26,758,805,103.890419,4.276375
26,700,805,103.890419,4.276375
26,733,806,99.206787,-0.195595
26,758,806,99.206787,-0.195595
26,758,807,101.678703,2.302483
26,711,807,101.678703,2.302483
26,758,808,99.881714,1.400215
26,757,808,99.881714,1.400215
26,663,809,102.359543,1.952881
26,763,809,102.359543,1.952881
26,718,810,104.947739,3.345703
26,666,810,104.947739,3.345703
27,788,811,99.836845,-0.139290
27,785,811,99.836845,-0.139290
27,763,812,101.507591,1.276573
27,778,812,101.507591,1.276573
27,795,813,104.020599,3.462784
27,621,813,104.020599,3.462784
27,756,814,99.721428,-1.400459
27,778,814,99.721428,-1.400459
27,778,815,101.068527,1.189148
27,770,815,101.068527,1.189148
27,770,816,101.277054,0.795990
27,621,816,101.277054,0.795990
27,711,817,100.849434,0.366646
27,785,817,100.849434,0.366646
27,801,818,99.439384,0.031578
27,808,818,99.439384,0.031578
27,795,819,101.511444,2.529694
27,758,819,101.511444,2.529694
27,808,820,100.979935,1.572128
27,801,820,100.979935,1.572128
27,795,821,100.608437,1.146690
27,775,821,100.608437,1.146690
27,621,822,102.110550,1.624359
27,808,822,102.110550,1.624359
27,783,823,98.775482,-1.280037
27,757,823,98.775482,-1.280037
27,795,824,99.410027,-0.502754
27,788,824,99.410027,-0.502754
27,775,825,101.896294,2.040077
27,711,825,101.896294,2.040077
27,763,826,100.064621,0.327988
27,775,826,100.064621,0.327988
27,754,827,103.739227,0.663940
27,722,827,103.739227,0.663940
27,787,828,103.768349,0.859222
27,769,828,103.768349,0.859222
27,795,829,98.655792,-0.960083
27,806,829,98.655792,-0.960083
27,783,830,101.774597,1.155472
27,785,830,101.774597,1.155472
27,806,831,100.309967,0.765717
27,808,831,100.309967,0.765717
27,801,832,102.878227,3.004326
27,711,832,102.878227,3.004326
27,757,833,100.573265,0.910789
27,731,833,100.573265,0.910789
27,757,834,99.423012,-0.496170
27,711,834,99.423012,-0.496170
27,785,835,101.294044,2.248940
27,758,835,101.294044,2.248940
27,711,836,101.730553,2.354332
27,758,836,101.730553,2.354332
27,798,837,101.850121,0.954803
27,622,837,101.850121,0.954803
27,795,838,99.581345,0.119598
27,775,838,99.581345,0.119598
27,776,839,102.938454,3.860931
27,758,839,102.938454,3.860931
27,663,840,105.225266,6.136703
27,799,840,105.225266,6.136703
28,829,841,101.651497,2.382744
28,808,841,101.651497,2.382744
28,824,842,98.247696,-1.318031
28,814,842,98.247696,-1.318031
28,808,843,98.787666,-0.943863
28,838,843,98.787666,-0.943863
28,829,844,100.352196,1.312798
28,834,844,100.352196,1.312798
28,808,845,99.423691,-0.236862
28,818,845,99.423691,-0.236862
28,622,846,99.185936,-0.000114
28,770,846,99.185936,-0.000114
28,829,847,98.968834,-0.299919
28,808,847,98.968834,-0.299919
28,758,848,98.536621,-0.508484
28,785,848,98.536621,-0.508484
28,799,849,99.169594,0.950020
28,622,849,99.169594,0.950020
28,799,850,100.394608,1.489601
28,770,850,100.394608,1.489601
28,824,851,98.246864,-1.318863
28,814,851,98.246864,-1.318863
28,808,852,101.047440,0.681870
28,817,852,101.047440,0.681870
28,834,853,99.307014,-0.938759
28,815,853,99.307014,-0.938759
28,756,854,102.392860,2.245354
28,799,854,102.392860,2.245354
28,758,855,100.136116,1.306129
28,814,855,100.136116,1.306129
28,758,856,99.521309,0.847023
28,824,856,99.521309,0.847023
28,801,857,101.970215,2.584839
28,811,857,101.970215,2.584839
28,622,858,102.457848,3.131706
28,785,858,102.457848,3.131706
28,824,859,100.355309,0.574463
28,785,859,100.355309,0.574463
28,622,860,99.338470,0.169739
28,811,860,99.338470,0.169739
28,806,861,100.965355,1.642265
28,818,861,100.965355,1.642265
28,758,862,97.938538,0.000000
28,758,862,97.938538,0.000000
28,799,863,101.534706,2.489601
28,785,863,101.534706,2.489601
28,814,864,100.063477,-0.444260
28,835,864,100.063477,-0.444260
28,758,865,97.408417,-1.027802
28,801,865,97.408417,-1.027802
28,808,866,100.268120,1.357994
28,758,866,100.268120,1.357994
28,622,867,100.442307,1.486984
28,824,867,100.442307,1.486984
28,770,868,102.950340,3.686707
28,829,868,102.950340,3.686707
28,799,869,99.437164,0.677223
