generation,source,target,fitness,gain
28,838,869,99.437164,0.677223
28,806,870,98.860756,-0.454140
28,834,870,98.860756,-0.454140
29,826,871,99.904167,-0.159882
29,864,871,99.904167,-0.159882
29,870,872,99.515488,0.053375
29,864,872,99.515488,0.053375
29,870,873,99.042526,0.127731
29,847,873,99.042526,0.127731
29,862,874,98.897652,0.209801
29,869,874,98.897652,0.209801
29,622,875,101.814941,3.080215
29,847,875,101.814941,3.080215
29,847,876,102.263374,3.809685
29,862,876,102.263374,3.809685
29,801,877,103.085243,3.827614
29,838,877,103.085243,3.827614
29,622,878,101.852539,2.948723
29,853,878,101.852539,2.948723
29,862,879,99.762573,1.326355
29,801,879,99.762573,1.326355
29,865,880,98.533852,0.109947
29,818,880,98.533852,0.109947
29,867,881,100.495323,0.198341
29,785,881,100.495323,0.198341
29,842,882,100.026405,1.418144
29,847,882,100.026405,1.418144
29,864,883,98.755432,-0.245575
29,758,883,98.755432,-0.245575
29,818,884,100.875893,1.725822
29,870,884,100.875893,1.725822
29,870,885,100.212692,1.658463
29,842,885,100.212692,1.658463
29,869,886,97.838715,-1.483261
29,806,886,97.838715,-1.483261
29,853,887,98.068062,-1.188835
29,806,887,98.068062,-1.188835
29,847,888,98.231514,-0.845871
29,846,888,98.231514,-0.845871
29,870,889,98.860756,0.000000
29,870,889,98.860756,0.000000
29,853,890,101.504082,2.727142
29,851,890,101.504082,2.727142
29,847,891,98.968834,0.000000
29,847,891,98.968834,0.000000
29,847,892,103.116501,3.556252
29,785,892,103.116501,3.556252
29,838,893,99.632256,0.357170
29,847,893,99.632256,0.357170
29,856,894,98.929413,-0.225075
29,843,894,98.929413,-0.225075
29,622,895,100.126701,2.172188
29,865,895,100.126701,2.172188
29,851,896,101.979233,2.787743
29,855,896,101.979233,2.787743
29,811,897,98.654121,-0.731255
29,801,897,98.654121,-0.731255
29,818,898,100.933495,1.544563
29,860,898,100.933495,1.544563
29,842,899,99.009926,0.401665
29,847,899,99.009926,0.401665
29,842,900,101.713997,3.620880
29,862,900,101.713997,3.620880
30,897,901,99.574028,0.742004
30,899,901,99.574028,0.742004
30,893,902,99.348511,0.828171
30,865,902,99.348511,0.828171
30,842,903,101.045387,2.202957
30,869,903,101.045387,2.202957
30,872,904,101.788849,3.061836
30,758,904,101.788849,3.061836
30,888,905,101.034225,2.413506
30,899,905,101.034225,2.413506
30,872,906,100.824036,1.739227
30,897,906,100.824036,1.739227
30,853,907,101.435333,2.747795
30,887,907,101.435333,2.747795
30,826,908,101.415665,1.625610
30,872,908,101.415665,1.625610
30,899,909,98.715408,-0.219933
30,889,909,98.715408,-0.219933
30,891,910,100.028893,1.114098
30,889,910,100.028893,1.114098
30,894,911,101.386917,2.491837
30,889,911,101.386917,2.491837
30,874,912,101.364105,2.588219
30,897,912,101.364105,2.588219
30,842,913,99.552864,0.964310
30,894,913,99.552864,0.964310
30,758,914,98.788246,0.784950
30,887,914,98.788246,0.784950
30,899,915,98.011620,-1.014610
30,873,915,98.011620,-1.014610
30,887,916,100.065346,1.312737
30,869,916,100.065346,1.312737
30,869,917,98.073723,-0.678886
30,887,917,98.073723,-0.678886
30,897,918,98.550713,0.107895
30,888,918,98.550713,0.107895
30,872,919,102.122719,2.289146
30,785,919,102.122719,2.289146
30,853,920,100.249954,0.877869
30,869,920,100.249954,0.877869
30,887,921,99.870964,1.509872
30,897,921,99.870964,1.509872
30,888,922,100.005074,1.440491
30,874,922,100.005074,1.440491
30,873,923,98.539948,-0.105164
30,842,923,98.539948,-0.105164
30,851,924,101.105164,2.517029
30,894,924,101.105164,2.517029
30,851,925,98.246864,0.000000
30,851,925,98.246864,0.000000
30,860,926,101.287003,2.493919
30,842,926,101.287003,2.493919
30,894,927,99.406479,0.817924
30,842,927,99.406479,0.817924
30,887,928,99.265060,0.766327
30,894,928,99.265060,0.766327
30,888,929,99.206017,1.056229
30,887,929,99.206017,1.056229
30,869,930,99.524033,1.101242
30,865,930,99.524033,1.101242
31,887,931,99.163010,0.607712
31,873,931,99.163010,0.607712
31,860,932,101.478767,2.803719
31,915,932,101.478767,2.803719
31,925,933,100.641747,2.402557
31,888,933,100.641747,2.402557
31,851,934,98.246864,0.000000
31,925,934,98.246864,0.000000
31,918,935,100.528557,1.128227
31,920,935,100.528557,1.128227
31,842,936,100.215378,2.085724
31,915,936,100.215378,2.085724
31,927,937,99.505974,0.796928
31,915,937,99.505974,0.796928
31,915,938,97.846436,-0.429352
31,923,938,97.846436,-0.429352
31,921,939,99.467476,0.416237
31,888,939,99.467476,0.416237
31,920,940,101.682243,2.281914
31,918,940,101.682243,2.281914
31,918,941,99.058144,0.388664
31,914,941,99.058144,0.388664
31,894,942,99.158272,0.418205
31,918,942,99.158272,0.418205
31,865,943,98.195076,0.215508
31,918,943,98.195076,0.215508
31,865,944,99.379204,1.551567
31,851,944,99.379204,1.551567
31,899,945,98.957054,0.446281
31,915,945,98.957054,0.446281
31,925,946,99.322548,0.566582
31,928,946,99.322548,0.566582
31,873,947,102.055183,3.410484
31,851,947,102.055183,3.410484
31,865,948,98.826622,1.153145
31,758,948,98.826622,1.153145
31,851,949,100.596031,2.023773
31,874,949,100.596031,2.023773
31,758,950,100.313965,1.839737
31,899,950,100.313965,1.839737
31,894,951,99.082672,0.096703
31,873,951,99.082672,0.096703
31,851,952,99.611000,0.982605
31,899,952,99.611000,0.982605
31,894,953,98.168732,-0.301788
31,915,953,98.168732,-0.301788
31,929,954,101.260109,2.623070
31,887,954,101.260109,2.623070
31,909,955,98.929619,0.066948
31,899,955,98.929619,0.066948
31,889,956,98.976624,-0.122986
31,860,956,98.976624,-0.122986
31,914,957,98.169189,-0.729897
31,899,957,98.169189,-0.729897
31,873,958,99.525986,0.574341
31,889,958,99.525986,0.574341
31,860,959,101.682198,2.618843
31,914,959,101.682198,2.618843
31,758,960,99.997147,1.912125
31,888,960,99.997147,1.912125
32,873,961,97.759575,-0.846283
32,957,961,97.759575,-0.846283
32,899,962,100.127251,1.101021
32,873,962,100.127251,1.101021
32,888,963,102.856277,4.310143
32,889,963,102.856277,4.310143
32,943,964,97.827469,-0.393501
32,851,964,97.827469,-0.393501
32,865,965,98.595863,0.768227
32,851,965,98.595863,0.768227
32,887,966,100.390739,1.892006
32,894,966,100.390739,1.892006
32,957,967,99.847870,2.059067
32,865,967,99.847870,2.059067
32,758,968,97.048920,-1.350723
32,889,968,97.048920,-1.350723
32,955,969,98.963432,0.401085
32,943,969,98.963432,0.401085
32,860,970,99.243378,0.540115
32,887,970,99.243378,0.540115
32,943,971,99.664177,1.862434
32,865,971,99.664177,1.862434
32,957,972,99.579330,0.989777
32,899,972,99.579330,0.989777
32,928,973,101.997849,2.696083
32,860,973,101.997849,2.696083
32,853,974,101.992462,3.634750
32,865,974,101.992462,3.634750
32,944,975,100.094292,0.899727
32,899,975,100.094292,0.899727
32,955,976,98.883034,0.320686
32,943,976,98.883034,0.320686
32,869,977,98.807816,-0.375580
32,955,977,98.807816,-0.375580
32,758,978,98.805481,0.442093
32,914,978,98.805481,0.442093
32,927,979,98.706612,-0.715210
32,869,979,98.706612,-0.715210
32,955,980,99.089577,0.590736
32,887,980,99.089577,0.590736
32,936,981,99.305458,-0.491829
32,944,981,99.305458,-0.491829
32,853,982,100.816391,2.078293
32,957,982,100.816391,2.078293
32,894,983,98.929413,0.000000
32,894,983,98.929413,0.000000
32,758,984,100.684494,2.250519
32,894,984,100.684494,2.250519
32,851,985,98.960182,0.371941
32,955,985,98.960182,0.371941
32,934,986,101.786919,2.973885
32,944,986,101.786919,2.973885
32,887,987,99.222664,1.219368
32,758,987,99.222664,1.219368
32,889,988,102.101868,3.548058
32,851,988,102.101868,3.548058
32,865,989,99.747856,1.927895
32,888,989,99.747856,1.927895
32,874,990,100.675156,2.141968
32,953,990,100.675156,2.141968
33,929,991,101.971237,2.937851
33,889,991,101.971237,2.937851
33,968,992,100.150032,2.195198
33,889,992,100.150032,2.195198
33,983,993,100.558044,2.389130
33,865,993,100.558044,2.389130
33,985,994,100.046089,1.021210
33,980,994,100.046089,1.021210
33,953,995,101.108391,3.144234
33,961,995,101.108391,3.144234
33,985,996,100.204460,1.121361
33,929,996,100.204460,1.121361
33,969,997,97.647430,-0.931824
33,943,997,97.647430,-0.931824
33,980,998,99.571381,0.942230
33,953,998,99.571381,0.942230
33,970,999,99.894081,1.174858
33,943,999,99.894081,1.174858
33,980,1000,100.437256,1.462090
33,889,1000,100.437256,1.462090
33,899,1001,99.928322,0.958656
33,983,1001,99.928322,0.958656
33,865,1002,96.516693,-1.581635
33,914,1002,96.516693,-1.581635
33,934,1003,98.246864,0.000000
33,934,1003,98.246864,0.000000
33,758,1004,98.758156,0.386147
33,978,1004,98.758156,0.386147
33,899,1005,99.318100,0.543167
33,923,1005,99.318100,0.543167
33,887,1006,100.005997,1.569229
33,978,1006,100.005997,1.569229
33,968,1007,99.558960,1.110565
33,967,1007,99.558960,1.110565
33,887,1008,100.358429,2.799942
33,968,1008,100.358429,2.799942
33,978,1009,98.805481,0.000000
33,978,1009,98.805481,0.000000
33,964,1010,98.852173,0.417175
33,873,1010,98.852173,0.417175
33,964,1011,100.369904,1.911377
33,980,1011,100.369904,1.911377
33,970,1012,100.212227,1.710747
33,961,1012,100.212227,1.710747
33,914,1013,99.630875,0.731789
33,899,1013,99.630875,0.731789
33,961,1014,98.564461,0.650642
33,887,1014,98.564461,0.650642
33,887,1015,99.698486,0.961212
33,927,1015,99.698486,0.961212
33,961,1016,98.072525,-0.312225
33,899,1016,98.072525,-0.312225
33,961,1017,99.101837,0.717087
33,899,1017,99.101837,0.717087
33,943,1018,98.830345,0.819069
33,964,1018,98.830345,0.819069
33,968,1019,100.582031,2.536308
33,873,1019,100.582031,2.536308
33,889,1020,100.769257,2.254517
33,953,1020,100.769257,2.254517
34,978,1021,101.837425,2.954597
34,985,1021,101.837425,2.954597
34,961,1022,99.006424,1.302917
34,997,1022,99.006424,1.302917
34,1001,1023,99.582092,0.494499
34,1003,1023,99.582092,0.494499
34,969,1024,97.416611,-1.545197
34,985,1024,97.416611,-1.545197
34,923,1025,100.104454,2.310020
34,968,1025,100.104454,2.310020
34,939,1026,97.929131,-0.329063
34,968,1026,97.929131,-0.329063
34,1007,1027,98.521133,-0.138138
34,961,1027,98.521133,-0.138138
34,758,1028,99.525131,1.273636
34,1014,1028,99.525131,1.273636
34,961,1029,99.807365,2.103859
34,997,1029,99.807365,2.103859
34,943,1030,96.587463,-1.034531
34,968,1030,96.587463,-1.034531
34,887,1031,96.857361,-1.056458
34,961,1031,96.857361,-1.056458
34,914,1032,101.616119,3.098564
34,1003,1032,101.616119,3.098564
34,914,1033,97.703735,-0.514099
34,997,1033,97.703735,-0.514099
34,968,1034,99.672058,2.323883
34,997,1034,99.672058,2.323883
34,977,1035,99.767746,0.660599
34,927,1035,99.767746,0.660599
34,998,1036,97.541153,-1.278564
34,887,1036,97.541153,-1.278564
34,968,1037,100.581253,3.177002
34,961,1037,100.581253,3.177002
34,758,1038,97.938538,0.000000
34,758,1038,97.938538,0.000000
34,873,1039,99.693016,0.818443
34,979,1039,99.693016,0.818443
34,1007,1040,98.796646,-0.686073
34,927,1040,98.796646,-0.686073
34,961,1041,99.285286,1.282066
34,1003,1041,99.285286,1.282066
34,873,1042,100.245934,0.938980
34,998,1042,100.245934,0.938980
34,887,1043,99.582474,1.068352
34,985,1043,99.582474,1.068352
34,758,1044,99.464272,1.970543
34,968,1044,99.464272,1.970543
34,977,1045,99.328781,1.400414
34,968,1045,99.328781,1.400414
34,978,1046,100.238045,1.355217
34,985,1046,100.238045,1.355217
34,1000,1047,98.471970,-1.028885
34,1014,1047,98.471970,-1.028885
34,1014,1048,98.380318,0.274376
34,997,1048,98.380318,0.274376
34,943,1049,99.331337,1.354012
34,961,1049,99.331337,1.354012
34,1003,1050,99.525642,2.143867
34,1002,1050,99.525642,2.143867
